TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Profit_per_passenger,Profit
128812,2023-01-28,Chandni Chowk,Noida City Centre,6.38,25.49,93.67,17.0,Smart Card,festival,-68.18,-1159.0600000000002
135730,2024-09-08,Central Secretariat,Kalkaji Mandir,18.9,130.22,39.02,24.0,Tourist Card,weekend,91.19999999999999,2188.7999999999997
84238,2024-09-04,Chandni Chowk,Inderlok,11.5,184.13,97.49,22.0,Single,off-peak,86.64,1906.08
97763,2022-06-08,Noida City Centre,Noida City Centre,6.78,63.06,10.89,20.0,Smart Card,peak,52.17,1043.4
9089,2022-09-05,Model Town,Mandi House,7.68,87.26,116.32,26.0,Smart Card,festival,-29.059999999999988,-755.5599999999997
14894,2024-05-15,Laxmi Nagar,Janakpuri West,1.79,172.76,76.43,28.0,Smart Card,festival,96.32999999999998,2697.24
99091,2024-05-26,Rajouri Garden,Model Town,9.46,122.51,9.9,18.0,Tourist Card,festival,112.61,2026.98
108863,2023-05-22,Model Town,Kirti Nagar,1.05,32.56,58.88,25.0,Smart Card,weekend,-26.32,-658.0
25998,2024-02-05,New Delhi,Jasola Vihar,1.97,183.12,74.63,20.0,Tourist Card,off-peak,108.49000000000001,2169.8
68544,2022-10-04,Hauz Khas,Chandni Chowk,3.34,149.11,39.48,18.0,Smart Card,peak,109.63000000000002,1973.3400000000004
142309,2023-11-17,Kashmere Gate,Noida City Centre,2.55,170.63,62.17,19.0,Single,peak,108.46,2060.74
9163,2024-04-22,Kashmere Gate,Rajouri Garden,2.85,198.89,83.61,12.0,Single,,115.27999999999999,1383.36
119841,2023-12-29,New Delhi,Noida City Centre,0.8,129.83,91.45,20.0,Smart Card,weekend,38.38000000000001,767.6000000000001
96466,2022-08-15,Jasola Vihar,Hauz Khas,0.99,110.58,92.0,16.0,Single,,18.58,297.28
47172,2023-03-13,Rajiv Chowk,Janakpuri West,2.19,104.03,110.38,20.0,Tourist Card,off-peak,-6.349999999999994,-126.99999999999989
28617,2022-06-25,Rajiv Chowk,New Delhi,4.08,126.14,106.46,15.0,Single,weekend,19.680000000000007,295.2000000000001
57974,2022-05-26,Noida City Centre,Mandi House,1.81,51.91,7.29,27.0,Tourist Card,weekend,44.62,1204.74
2288,2022-12-29,Noida City Centre,Kirti Nagar,11.47,111.3,47.46,23.0,Smart Card,maintenance,63.839999999999996,1468.32
75445,2024-09-25,Dilshad Garden,Janakpuri West,4.36,42.6,64.36,13.0,Smart Card,weekend,-21.759999999999998,-282.88
62748,2022-05-28,Mandi House,Chandni Chowk,4.39,84.48,41.33,14.0,Smart Card,,43.150000000000006,604.1000000000001
134652,2023-07-17,Rajiv Chowk,Netaji Subhash Place,7.63,176.31,14.01,21.0,Tourist Card,weekend,162.3,3408.3
124945,2024-07-26,Mandi House,Noida City Centre,6.72,167.18,36.59,15.0,Single,weekend,130.59,1958.8500000000001
115827,2022-09-14,Inderlok,Shivaji Park,9.68,76.65,91.93,28.0,Single,festival,-15.280000000000001,-427.84000000000003
132691,2024-10-13,Rajiv Chowk,Hauz Khas,9.2,29.55,98.61,20.0,Tourist Card,weekend,-69.06,-1381.2
132409,2022-11-02,Rajiv Chowk,Noida City Centre,5.42,121.27,42.69,26.0,Tourist Card,off-peak,78.58,2043.08
116013,2024-08-13,Dilshad Garden,Rajiv Chowk,4.29,75.75,87.84,17.0,Smart Card,maintenance,-12.090000000000003,-205.53000000000006
36251,2024-10-01,Kalkaji Mandir,New Delhi,6.43,190.74,24.88,25.0,Single,,165.86,4146.5
6273,2022-03-13,Aiims,Model Town,3.8,180.27,115.66,15.0,Single,,64.61000000000001,969.1500000000002
54455,2023-05-08,Noida City Centre,Kalkaji Mandir,6.1,108.59,83.11,17.0,Tourist Card,festival,25.480000000000004,433.1600000000001
7593,2024-03-04,Model Town,Pragati Maidan,2.25,74.15,78.03,26.0,Tourist Card,maintenance,-3.8799999999999955,-100.87999999999988
77997,2024-03-11,Kalkaji Mandir,Janakpuri West,2.85,92.74,38.44,15.0,Smart Card,maintenance,54.3,814.5
34333,2023-03-27,Aiims,New Delhi,0.87,181.53,40.72,24.0,Single,,140.81,3379.44
32113,2023-12-16,Mandi House,Jasola Vihar,5.5,150.56,44.02,23.0,Single,peak,106.53999999999999,2450.4199999999996
33348,2024-01-18,Hauz Khas,Inderlok,5.72,175.73,14.62,19.0,Single,festival,161.10999999999999,3061.0899999999997
47981,2022-12-17,New Delhi,AIIMS,8.16,62.07,70.89,22.0,Smart Card,weekend,-8.82,-194.04000000000002
106996,2023-09-29,Kalkaji Mandir,Shivaji Park,0.83,173.31,32.62,16.0,Tourist Card,off-peak,140.69,2251.04
24799,2024-01-04,Aiims,Dilshad Garden,14.1,193.19,106.21,20.0,Smart Card,weekend,86.98,1739.6000000000001
120164,2022-08-18,Rajiv Chowk,Kalkaji Mandir,22.47,15.86,84.14,12.0,Single,off-peak,-68.28,-819.36
79724,2022-06-26,Janakpuri West,Kirti Nagar,4.92,152.29,101.94,22.0,Tourist Card,weekend,50.349999999999994,1107.6999999999998
21110,2023-08-10,Inderlok,Model Town,2.0,26.32,76.79,32.0,Tourist Card,peak,-50.470000000000006,-1615.0400000000002
113534,2023-12-26,Jasola Vihar,Inderlok,1.0,194.36,21.95,15.0,Single,,172.41000000000003,2586.1500000000005
145309,2022-03-22,Rajouri Garden,AIIMS,7.66,35.17,100.56,19.0,Single,,-65.39,-1242.41
112605,2022-08-13,Jasola Vihar,Barakhamba Road,0.84,66.26,48.76,11.0,Tourist Card,festival,17.500000000000007,192.50000000000009
104974,2023-05-16,Mandi House,Inderlok,3.21,103.71,48.43,17.0,Single,off-peak,55.279999999999994,939.7599999999999
108125,2023-02-11,Jasola Vihar,New Delhi,0.67,125.49,26.09,12.0,Tourist Card,festival,99.39999999999999,1192.8
25664,2022-11-22,Laxmi Nagar,Pragati Maidan,3.07,95.71,48.53,19.0,Single,maintenance,47.17999999999999,896.4199999999998
115078,2022-03-04,Noida City Centre,Shivaji Park,6.54,194.65,54.14,20.0,Tourist Card,,140.51,2810.2
14521,2024-05-10,Rajiv Chowk,Janakpuri West,0.9,42.82,23.04,18.0,Single,maintenance,19.78,356.04
85762,2023-10-12,Rajiv Chowk,Mandi House,1.2,99.78,95.6,18.0,Tourist Card,,4.180000000000007,75.24000000000012
143908,2023-08-05,Inderlok,AIIMS,1.21,40.64,98.56,13.0,Single,peak,-57.92,-752.96
134590,2024-05-05,Noida City Centre,Chandni Chowk,4.57,100.64,66.4,19.0,Tourist Card,maintenance,34.239999999999995,650.56
24944,2024-11-29,Aiims,Shivaji Park,4.08,92.32,37.74,28.0,Smart Card,maintenance,54.57999999999999,1528.2399999999998
121403,2023-10-25,Model Town,Inderlok,1.6,165.33,21.95,20.0,Tourist Card,,143.38000000000002,2867.6000000000004
118578,2022-02-09,Kashmere Gate,Pragati Maidan,8.06,107.55,14.45,21.0,Tourist Card,weekend,93.1,1955.1
145428,2024-09-08,Hauz Khas,Shivaji Park,2.07,48.47,6.03,27.0,Tourist Card,festival,42.44,1145.8799999999999
140505,2023-11-22,Central Secretariat,New Delhi,31.66,164.72,92.24,21.0,Smart Card,weekend,72.48,1522.0800000000002
41126,2024-05-15,Noida City Centre,AIIMS,4.07,199.17,119.42,13.0,Tourist Card,off-peak,79.74999999999999,1036.7499999999998
135589,2024-09-21,Rajiv Chowk,Kalkaji Mandir,12.5,37.0,68.41,14.0,Tourist Card,off-peak,-31.409999999999997,-439.73999999999995
19244,2023-11-20,Hauz Khas,Mandi House,3.68,84.29,79.51,16.0,Smart Card,maintenance,4.780000000000001,76.48000000000002
42508,2023-08-19,Kalkaji Mandir,Shivaji Park,2.29,124.41,9.5,26.0,Tourist Card,peak,114.91,2987.66
126319,2024-07-11,Inderlok,Hauz Khas,11.27,77.75,9.79,13.0,Tourist Card,festival,67.96000000000001,883.4800000000001
94901,2022-09-14,Jasola Vihar,Kashmere Gate,6.2,29.82,36.79,19.0,Tourist Card,weekend,-6.969999999999999,-132.42999999999998
142905,2022-04-22,Central Secretariat,Model Town,1.93,92.49,57.77,20.0,Tourist Card,,34.71999999999999,694.3999999999999
111968,2022-08-05,Rajiv Chowk,Central Secretariat,1.15,85.68,34.99,17.0,Tourist Card,,50.690000000000005,861.7300000000001
83520,2023-02-13,New Delhi,Rajiv Chowk,8.93,136.04,90.54,27.0,Single,festival,45.499999999999986,1228.4999999999995
119850,2023-03-19,Noida City Centre,New Delhi,14.61,105.68,102.91,16.0,Tourist Card,festival,2.7700000000000102,44.320000000000164
88660,2024-01-04,New Delhi,Shivaji Park,2.59,198.55,18.56,12.0,Single,festival,179.99,2159.88
118447,2024-01-11,Aiims,Netaji Subhash Place,4.59,190.96,63.67,19.0,Tourist Card,festival,127.29,2418.51
78983,2022-03-10,Noida City Centre,Kirti Nagar,0.95,114.8,73.85,14.0,Tourist Card,festival,40.95,573.3000000000001
47630,2023-11-03,Rajouri Garden,Dilshad Garden,3.67,14.69,66.32,21.0,Tourist Card,off-peak,-51.629999999999995,-1084.23
141770,2022-05-08,Janakpuri West,AIIMS,1.49,56.55,105.17,17.0,Single,,-48.620000000000005,-826.5400000000001
11246,2024-04-26,Janakpuri West,New Delhi,11.2,78.18,98.09,26.0,Single,maintenance,-19.909999999999997,-517.6599999999999
53911,2024-02-25,Rajouri Garden,Mandi House,0.93,32.28,63.03,14.0,Tourist Card,festival,-30.75,-430.5
49521,2023-04-13,Central Secretariat,Old Delhi,4.68,194.78,54.19,29.0,Tourist Card,maintenance,140.59,4077.11
142606,2023-11-09,New Delhi,Rajouri Garden,16.88,88.86,103.26,18.0,Smart Card,,-14.400000000000006,-259.2000000000001
111288,2024-04-24,Dilshad Garden,Inderlok,6.13,107.69,71.45,11.0,Tourist Card,maintenance,36.239999999999995,398.63999999999993
23689,2022-03-04,Noida City Centre,Kirti Nagar,3.73,129.64,79.84,14.0,Tourist Card,festival,49.79999999999998,697.1999999999998
74014,2024-12-19,Dilshad Garden,Central Secretariat,10.69,177.52,63.62,22.0,Tourist Card,weekend,113.9,2505.8
114120,2022-12-09,Noida City Centre,Shivaji Park,13.77,47.69,12.34,29.0,Single,off-peak,35.349999999999994,1025.1499999999999
58238,2024-09-05,Rajiv Chowk,Barakhamba Road,0.73,10.62,77.13,20.0,Smart Card,maintenance,-66.50999999999999,-1330.1999999999998
122994,2023-02-02,Chandni Chowk,Pragati Maidan,7.35,159.84,106.71,16.0,Tourist Card,maintenance,53.13000000000001,850.0800000000002
69044,2022-07-21,Noida City Centre,New Delhi,2.26,138.0,13.63,20.0,Tourist Card,peak,124.37,2487.4
107488,2024-09-23,Mandi House,Noida City Centre,5.03,56.39,13.58,16.0,Smart Card,peak,42.81,684.96
85283,2023-12-13,Central Secretariat,Chandni Chowk,5.77,176.68,39.7,17.0,Tourist Card,weekend,136.98000000000002,2328.6600000000003
122984,2023-10-13,Rajiv Chowk,AIIMS,10.5,183.6,12.75,18.0,Tourist Card,festival,170.85,3075.2999999999997
79185,2022-07-04,Noida City Centre,Rajiv Chowk,9.13,18.36,62.83,16.0,Single,peak,-44.47,-711.52
84853,2023-12-05,Jasola Vihar,Noida City Centre,5.24,84.77,110.27,19.0,Tourist Card,festival,-25.5,-484.5
5119,2024-04-09,Hauz Khas,Noida City Centre,4.98,119.64,36.45,27.0,Tourist Card,weekend,83.19,2246.13
100663,2022-03-04,Mandi House,AIIMS,2.69,42.77,13.83,23.0,Single,festival,28.940000000000005,665.6200000000001
43399,2024-04-21,Chandni Chowk,Mandi House,0.95,61.72,76.79,24.0,Single,weekend,-15.070000000000007,-361.6800000000002
14002,2022-04-08,Janakpuri West,Noida City Centre,8.82,40.18,72.49,20.0,Single,festival,-32.309999999999995,-646.1999999999999
83295,2024-12-02,Inderlok,Jasola Vihar,0.78,113.91,47.8,24.0,Tourist Card,off-peak,66.11,1586.6399999999999
128349,2023-06-19,Rajiv Chowk,Janakpuri West,3.46,135.21,118.98,19.0,Smart Card,weekend,16.230000000000004,308.37000000000006
93413,2023-12-02,Inderlok,Laxmi Nagar,7.03,132.47,28.26,24.0,Tourist Card,,104.21,2501.04
69207,2023-05-21,Rajiv Chowk,Model Town,2.79,119.74,110.21,23.0,Smart Card,maintenance,9.530000000000001,219.19000000000003
30166,2024-11-19,Noida City Centre,Model Town,13.51,165.85,11.53,21.0,Tourist Card,peak,154.32,3240.72
96810,2024-12-15,Rajiv Chowk,Hauz Khas,4.14,188.89,21.05,34.0,Tourist Card,maintenance,167.83999999999997,5706.5599999999995
34555,2022-11-15,New Delhi,Model Town,0.99,56.69,117.08,26.0,Single,peak,-60.39,-1570.14
102773,2024-03-28,Jasola Vihar,Mandi House,8.87,92.61,90.24,10.0,Tourist Card,,2.3700000000000045,23.700000000000045
111553,2023-06-21,Model Town,Janakpuri West,16.06,60.17,69.99,29.0,Single,weekend,-9.819999999999993,-284.7799999999998
51950,2023-10-30,Kashmere Gate,AIIMS,1.54,199.32,113.12,19.0,Single,weekend,86.19999999999999,1637.7999999999997
125947,2023-07-18,Mandi House,Rajouri Garden,2.71,106.65,31.39,30.0,Smart Card,,75.26,2257.8
36713,2023-03-31,Chandni Chowk,Kirti Nagar,1.02,174.82,76.65,15.0,Tourist Card,festival,98.16999999999999,1472.5499999999997
3979,2022-02-25,Dilshad Garden,Kalkaji Mandir,5.03,177.44,74.28,29.0,Single,festival,103.16,2991.64
148754,2024-08-18,New Delhi,Mandi House,2.03,114.82,28.02,17.0,Single,maintenance,86.8,1475.6
113344,2023-03-06,Mandi House,Netaji Subhash Place,3.06,128.99,86.17,17.0,Smart Card,festival,42.82000000000001,727.9400000000002
4152,2022-01-01,Rajiv Chowk,Hauz Khas,2.7,82.91,23.85,22.0,Single,maintenance,59.059999999999995,1299.32
84603,2023-02-22,Noida City Centre,Dilshad Garden,4.63,199.45,77.87,15.0,Single,maintenance,121.57999999999998,1823.6999999999998
115580,2022-06-03,Laxmi Nagar,Kashmere Gate,6.89,104.61,40.83,23.0,Tourist Card,,63.78,1466.94
104266,2023-04-08,Dilshad Garden,Model Town,1.68,116.85,68.02,20.0,Tourist Card,maintenance,48.83,976.5999999999999
83559,2024-01-20,Rajiv Chowk,Model Town,1.9,140.11,94.51,21.0,Single,festival,45.60000000000001,957.6000000000001
108356,2022-11-30,Rajiv Chowk,Laxmi Nagar,5.86,38.86,39.9,23.0,Tourist Card,,-1.0399999999999991,-23.91999999999998
42182,2024-05-30,Dilshad Garden,Inderlok,4.28,131.35,81.5,17.0,Tourist Card,weekend,49.849999999999994,847.4499999999999
72135,2023-03-05,Aiims,Shivaji Park,9.3,131.67,13.13,21.0,Tourist Card,weekend,118.53999999999999,2489.3399999999997
100570,2023-04-26,Inderlok,Central Secretariat,2.98,143.03,116.89,21.0,Tourist Card,festival,26.14,548.94
72356,2023-06-16,Laxmi Nagar,Model Town,2.73,86.15,93.33,29.0,Single,maintenance,-7.179999999999993,-208.2199999999998
6478,2022-05-09,Laxmi Nagar,Punjabi Bagh,7.45,115.56,75.03,20.0,Smart Card,maintenance,40.53,810.6
72729,2022-01-21,Rajiv Chowk,Dilshad Garden,3.45,181.64,114.8,19.0,Tourist Card,maintenance,66.83999999999999,1269.9599999999998
16558,2023-08-08,Model Town,Laxmi Nagar,2.35,11.74,38.05,24.0,Tourist Card,weekend,-26.309999999999995,-631.4399999999998
53924,2023-05-03,Chandni Chowk,Inderlok,4.67,108.77,48.39,20.0,Tourist Card,off-peak,60.379999999999995,1207.6
100804,2023-05-18,Rajiv Chowk,Rajouri Garden,4.64,183.04,32.97,22.0,Single,off-peak,150.07,3301.54
43341,2022-06-07,Kashmere Gate,Dilshad Garden,1.98,81.44,17.23,20.0,Tourist Card,off-peak,64.21,1284.1999999999998
125701,2024-03-03,Rajiv Chowk,Pragati Maidan,5.38,189.27,45.86,22.0,Tourist Card,weekend,143.41000000000003,3155.0200000000004
145731,2024-09-25,Noida City Centre,Old Delhi,7.78,134.27,78.83,23.0,Tourist Card,festival,55.44000000000001,1275.1200000000003
82337,2022-09-30,Kalkaji Mandir,Central Secretariat,1.17,149.44,18.96,17.0,Smart Card,maintenance,130.48,2218.16
104225,2022-05-15,Rajiv Chowk,New Delhi,2.61,175.61,95.6,19.0,Single,maintenance,80.01000000000002,1520.1900000000003
4892,2022-03-03,Mandi House,Barakhamba Road,23.85,179.47,45.55,23.0,Tourist Card,off-peak,133.92000000000002,3080.1600000000003
96294,2022-07-27,Noida City Centre,Central Secretariat,2.45,191.37,25.33,25.0,Smart Card,festival,166.04000000000002,4151.000000000001
13338,2022-12-06,Laxmi Nagar,Kashmere Gate,6.81,142.54,48.25,19.0,Single,festival,94.28999999999999,1791.5099999999998
133717,2023-03-24,Inderlok,Old Delhi,1.75,107.58,108.49,19.0,Tourist Card,weekend,-0.9099999999999966,-17.289999999999935
30896,2024-08-17,Hauz Khas,Old Delhi,3.34,74.72,56.09,19.0,Tourist Card,off-peak,18.629999999999995,353.9699999999999
111113,2023-10-24,Mandi House,Shivaji Park,11.54,116.24,83.55,19.0,Tourist Card,weekend,32.69,621.1099999999999
27158,2024-08-24,Inderlok,Janakpuri West,3.48,54.72,20.94,24.0,Smart Card,off-peak,33.78,810.72
101914,2022-01-26,Laxmi Nagar,Janakpuri West,3.38,119.54,18.4,17.0,Smart Card,weekend,101.14000000000001,1719.3800000000003
101493,2022-08-18,Inderlok,Punjabi Bagh,17.72,117.11,24.65,23.0,Smart Card,weekend,92.46000000000001,2126.5800000000004
118837,2023-07-28,Hauz Khas,Rajiv Chowk,2.62,14.85,116.11,18.0,Smart Card,,-101.26,-1822.68
98375,2022-06-03,Central Secretariat,Dilshad Garden,3.28,178.21,8.89,20.0,Single,festival,169.32,3386.3999999999996
2836,2024-10-03,Dilshad Garden,Netaji Subhash Place,27.1,149.82,72.04,14.0,Smart Card,,77.77999999999999,1088.9199999999998
63048,2022-05-16,Inderlok,Jasola Vihar,0.71,146.21,54.97,24.0,Tourist Card,festival,91.24000000000001,2189.76
116882,2022-10-27,Noida City Centre,Barakhamba Road,4.79,89.68,39.11,16.0,Smart Card,weekend,50.57000000000001,809.1200000000001
127389,2024-01-24,Inderlok,Rajouri Garden,1.19,106.12,56.45,15.0,Tourist Card,festival,49.67,745.0500000000001
130295,2022-01-02,Laxmi Nagar,Chandni Chowk,1.56,94.39,57.45,15.0,Smart Card,peak,36.94,554.0999999999999
69156,2024-01-30,Dilshad Garden,Noida City Centre,3.06,28.81,51.26,21.0,Tourist Card,weekend,-22.45,-471.45
90242,2022-03-09,Rajiv Chowk,Dilshad Garden,6.49,62.78,43.96,23.0,Tourist Card,off-peak,18.82,432.86
111224,2024-03-30,Inderlok,Chandni Chowk,3.19,29.61,108.42,19.0,Tourist Card,festival,-78.81,-1497.39
111297,2022-08-14,Inderlok,Kashmere Gate,7.91,87.18,53.38,23.0,Single,,33.800000000000004,777.4000000000001
78123,2024-02-11,Laxmi Nagar,Shivaji Park,4.67,38.64,6.11,20.0,Smart Card,maintenance,32.53,650.6
23719,2022-11-28,New Delhi,Inderlok,1.08,24.93,56.16,13.0,Single,weekend,-31.229999999999997,-405.98999999999995
71803,2023-04-30,Mandi House,Inderlok,15.33,27.8,51.28,22.0,Tourist Card,weekend,-23.48,-516.5600000000001
25332,2024-03-27,Janakpuri West,Kashmere Gate,8.19,76.78,111.86,18.0,Tourist Card,,-35.08,-631.4399999999999
20247,2023-07-30,Chandni Chowk,Mandi House,3.23,93.6,42.82,25.0,Smart Card,peak,50.779999999999994,1269.4999999999998
1058,2023-03-17,Laxmi Nagar,Pragati Maidan,4.17,98.18,60.75,24.0,Tourist Card,peak,37.43000000000001,898.3200000000002
62837,2022-02-10,Mandi House,Pragati Maidan,3.64,104.3,50.89,18.0,Tourist Card,off-peak,53.41,961.3799999999999
116236,2023-06-14,Noida City Centre,Pragati Maidan,2.27,47.59,114.92,18.0,Tourist Card,festival,-67.33,-1211.94
3238,2024-11-17,Rajiv Chowk,Kirti Nagar,4.07,49.65,83.45,25.0,Tourist Card,weekend,-33.800000000000004,-845.0000000000001
17659,2022-03-30,Rajouri Garden,Netaji Subhash Place,4.64,105.21,111.43,17.0,Tourist Card,off-peak,-6.220000000000013,-105.74000000000022
117554,2024-01-18,Mandi House,Laxmi Nagar,4.42,48.69,79.89,17.0,Tourist Card,peak,-31.200000000000003,-530.4000000000001
124965,2024-05-08,Model Town,Punjabi Bagh,13.9,18.91,10.42,17.0,Single,maintenance,8.49,144.33
124243,2023-01-01,Model Town,Old Delhi,4.16,198.25,96.85,21.0,Tourist Card,festival,101.4,2129.4
104768,2024-04-07,Chandni Chowk,AIIMS,3.47,19.9,85.48,15.0,Smart Card,peak,-65.58000000000001,-983.7000000000002
41450,2023-07-10,Janakpuri West,Rajiv Chowk,8.44,188.78,66.57,19.0,Smart Card,,122.21000000000001,2321.9900000000002
102236,2024-04-18,Kalkaji Mandir,Inderlok,10.2,178.49,19.08,20.0,Single,maintenance,159.41000000000003,3188.2000000000007
6682,2022-09-13,Rajouri Garden,Janakpuri West,6.15,91.04,99.22,20.0,Single,weekend,-8.179999999999993,-163.59999999999985
66827,2024-11-29,New Delhi,Hauz Khas,0.93,37.97,55.74,35.0,Smart Card,weekend,-17.770000000000003,-621.9500000000002
11004,2022-12-11,Chandni Chowk,Punjabi Bagh,6.18,146.79,33.18,15.0,Single,off-peak,113.60999999999999,1704.1499999999999
86162,2022-01-03,Noida City Centre,New Delhi,0.98,77.81,50.73,17.0,Smart Card,,27.080000000000005,460.36000000000007
115715,2022-02-22,Noida City Centre,Rajiv Chowk,2.19,170.34,81.19,26.0,Smart Card,,89.15,2317.9
118747,2022-04-28,Rajiv Chowk,Dilshad Garden,0.85,81.98,48.75,20.0,Tourist Card,maintenance,33.230000000000004,664.6000000000001
27556,2022-04-22,Jasola Vihar,Kalkaji Mandir,5.84,120.48,60.28,32.0,Tourist Card,off-peak,60.2,1926.4
109686,2024-11-14,Kashmere Gate,Barakhamba Road,0.52,82.53,54.09,19.0,Tourist Card,,28.439999999999998,540.3599999999999
112937,2024-06-14,New Delhi,Rajiv Chowk,14.84,71.73,91.19,14.0,Smart Card,,-19.459999999999994,-272.43999999999994
39312,2023-03-22,Jasola Vihar,Pragati Maidan,5.88,97.46,32.6,17.0,Smart Card,,64.85999999999999,1102.6199999999997
60024,2022-10-10,Inderlok,Hauz Khas,0.74,27.91,91.78,22.0,Tourist Card,peak,-63.870000000000005,-1405.14
37289,2024-07-27,Mandi House,AIIMS,29.43,61.44,19.87,24.0,Single,weekend,41.56999999999999,997.6799999999998
125494,2022-07-20,Hauz Khas,Chandni Chowk,4.45,59.72,59.45,24.0,Tourist Card,festival,0.269999999999996,6.4799999999999045
123636,2022-11-14,New Delhi,Rajiv Chowk,28.58,101.73,91.94,18.0,Smart Card,,9.790000000000006,176.2200000000001
107329,2022-02-13,Noida City Centre,Pragati Maidan,22.27,91.69,103.33,21.0,Single,maintenance,-11.64,-244.44
18553,2023-07-09,Rajouri Garden,Chandni Chowk,9.0,78.03,111.41,24.0,Tourist Card,maintenance,-33.379999999999995,-801.1199999999999
24129,2023-08-15,Mandi House,Barakhamba Road,4.5,178.67,48.13,31.0,Tourist Card,peak,130.54,4046.74
144344,2023-06-18,Model Town,Punjabi Bagh,2.61,198.75,48.76,27.0,Single,,149.99,4049.7300000000005
112966,2023-01-31,Kashmere Gate,Chandni Chowk,10.67,190.31,42.34,19.0,Tourist Card,,147.97,2811.43
127023,2024-01-30,Inderlok,Kirti Nagar,2.47,27.04,117.88,16.0,Smart Card,,-90.84,-1453.44
99482,2024-08-25,Mandi House,Dilshad Garden,0.91,25.66,24.99,13.0,Smart Card,peak,0.6700000000000017,8.710000000000022
27238,2023-03-10,Rajiv Chowk,New Delhi,17.27,35.6,89.1,22.0,Tourist Card,,-53.49999999999999,-1176.9999999999998
149694,2022-10-18,Mandi House,AIIMS,0.74,42.78,12.86,30.0,Single,off-peak,29.92,897.6
19497,2024-09-02,Model Town,Pragati Maidan,0.92,37.6,108.95,22.0,Single,festival,-71.35,-1569.6999999999998
101606,2024-11-25,Hauz Khas,Central Secretariat,8.8,98.95,39.04,16.0,Smart Card,off-peak,59.910000000000004,958.5600000000001
83855,2022-01-12,Dilshad Garden,Central Secretariat,0.87,126.27,71.59,16.0,Smart Card,weekend,54.67999999999999,874.8799999999999
128782,2023-04-24,Rajiv Chowk,New Delhi,2.19,109.57,72.71,22.0,Single,weekend,36.86,810.92
22005,2023-11-21,Mandi House,Netaji Subhash Place,5.06,194.1,107.56,22.0,Smart Card,peak,86.53999999999999,1903.8799999999999
73313,2024-01-15,Aiims,Chandni Chowk,11.78,177.76,31.1,30.0,Tourist Card,,146.66,4399.8
82518,2022-12-19,New Delhi,Kirti Nagar,1.37,111.01,82.9,25.0,Tourist Card,peak,28.11,702.75
62612,2024-07-26,Rajiv Chowk,Old Delhi,5.08,176.88,24.45,26.0,Single,peak,152.43,3963.1800000000003
136802,2022-07-15,Jasola Vihar,Netaji Subhash Place,21.74,94.96,93.18,19.0,Single,weekend,1.779999999999987,33.81999999999975
99001,2022-07-07,Central Secretariat,Inderlok,2.02,151.5,110.71,25.0,Tourist Card,peak,40.790000000000006,1019.7500000000001
126962,2023-03-05,Jasola Vihar,Hauz Khas,1.48,179.05,22.91,12.0,Tourist Card,,156.14000000000001,1873.6800000000003
88925,2024-08-14,Mandi House,Mandi House,9.93,117.55,86.74,21.0,Single,off-peak,30.810000000000002,647.01
16748,2022-05-02,Aiims,Dilshad Garden,15.83,13.01,92.21,21.0,Single,peak,-79.19999999999999,-1663.1999999999998
23731,2024-09-07,Rajiv Chowk,Pragati Maidan,2.67,19.58,107.31,22.0,Single,,-87.73,-1930.0600000000002
105870,2023-06-21,Kalkaji Mandir,Laxmi Nagar,4.83,87.82,41.5,22.0,Tourist Card,off-peak,46.31999999999999,1019.0399999999998
82015,2022-05-22,Rajouri Garden,Jasola Vihar,13.8,82.0,42.35,20.0,Tourist Card,peak,39.65,793.0
57139,2022-05-06,Laxmi Nagar,AIIMS,4.73,85.65,45.21,17.0,Tourist Card,,40.440000000000005,687.4800000000001
55667,2024-03-31,Kalkaji Mandir,Pragati Maidan,2.2,138.06,46.27,24.0,Tourist Card,peak,91.78999999999999,2202.96
79967,2024-04-15,Noida City Centre,Model Town,23.57,126.77,13.24,17.0,Single,festival,113.53,1930.01
17097,2024-03-29,Hauz Khas,Dilshad Garden,1.58,108.25,5.43,24.0,Smart Card,festival,102.82,2467.68
18628,2022-08-21,Jasola Vihar,Central Secretariat,3.04,53.45,56.74,20.0,Tourist Card,peak,-3.289999999999999,-65.79999999999998
117100,2023-07-05,Rajiv Chowk,Jasola Vihar,2.56,190.98,81.41,23.0,Smart Card,,109.57,2520.1099999999997
102934,2023-11-15,Mandi House,Old Delhi,9.73,195.12,70.43,19.0,Tourist Card,peak,124.69,2369.11
111656,2023-12-09,Rajouri Garden,Barakhamba Road,17.59,43.58,70.11,21.0,Tourist Card,,-26.53,-557.13
71938,2024-04-30,Central Secretariat,Chandni Chowk,2.61,143.24,72.33,19.0,Tourist Card,maintenance,70.91000000000001,1347.2900000000002
29392,2022-12-06,Inderlok,Kirti Nagar,4.99,173.11,108.75,17.0,Smart Card,maintenance,64.36000000000001,1094.1200000000003
60230,2022-03-09,Rajiv Chowk,New Delhi,5.57,80.76,117.7,26.0,Tourist Card,,-36.94,-960.4399999999999
78096,2024-06-28,Inderlok,Dilshad Garden,1.11,177.18,78.9,25.0,Tourist Card,off-peak,98.28,2457.0
74683,2024-10-25,Mandi House,Barakhamba Road,2.2,121.88,55.8,16.0,Tourist Card,maintenance,66.08,1057.28
